Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
GG Jackson II,PF,19,MEM,48,1233,13.7,4.5,13.2,8.7,8.0,1.1,1.8,24.2,0.2,1.1,1.2,0.048,-0.2,-1.8,-2.0,0.0,0,1,1,2024
Isaiah Jackson,C,22,IND,59,771,21.5,13.8,21.2,17.5,8.3,2.1,6.3,17.2,2.2,1.1,3.3,0.204,0.3,1.4,1.7,0.7,0,0,0,2024
Jaren Jackson Jr.,C,24,MEM,66,2124,17.4,4.2,15.0,9.4,13.1,1.8,4.7,30.4,0.2,2.8,3.0,0.067,0.0,0.4,0.4,1.3,0,0,0,2024
Justin Jackson,SF,28,MIN,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,-6.3,-1.2,-7.5,0.0,0,0,0,2024
Quenton Jackson,PG,25,IND,3,11,16.1,0.0,41.2,20.6,18.6,4.3,0.0,7.2,0.0,0.0,0.0,0.203,-3.5,6.8,3.3,0.0,0,0,0,2024
Reggie Jackson,PG,33,DEN,82,1817,11.7,2.1,7.2,4.7,23.0,1.2,0.6,21.7,0.6,1.5,2.1,0.056,-1.8,-1.5,-3.2,-0.6,0,0,0,2024
Trayce Jackson-Davis,PF,23,GSW,68,1130,21.6,13.1,19.4,16.3,10.4,1.2,6.1,16.4,3.2,1.6,4.8,0.205,1.5,1.2,2.8,1.4,0,1,0,2024
LeBron James,PF,39,LAL,71,2504,23.7,2.8,19.3,11.5,37.5,1.7,1.3,29.2,5.7,2.8,8.5,0.164,5.5,0.9,6.5,5.4,1,0,0,2024
Jaime Jaquez Jr.,SF,22,MIA,75,2113,12.9,4.4,11.0,7.6,13.9,1.8,0.9,18.7,1.4,2.7,4.0,0.092,-2.2,0.3,-1.9,0.1,0,1,1,2024
DeJon Jarreau,SG,26,MEM,9,150,9.6,5.6,27.3,16.0,25.4,2.0,1.2,18.3,-0.2,0.2,0.0,0.002,-4.6,0.7,-4.0,-0.1,0,0,0,2024
DaQuan Jeffries,SG,26,NYK,17,46,3.1,0.0,12.2,6.1,14.9,0.0,2.0,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,0,0,0,2024
Ty Jerome,SG,26,CLE,2,15,7.6,7.6,0.0,3.7,27.3,0.0,0.0,14.7,0.0,0.0,0.0,0.04,-4.1,-0.8,-4.9,0.0,0,0,0,2024
Isaiah Joe,SG,24,OKC,78,1445,13.4,2.6,11.0,6.9,8.9,1.5,1.4,16.6,1.9,1.6,3.5,0.116,1.1,-0.3,0.9,1.0,0,0,0,2024
Cameron Johnson,PF,27,BRK,58,1599,14.5,3.7,13.8,8.6,12.9,1.5,0.8,19.6,2.0,1.3,3.3,0.1,0.9,-0.5,0.4,1.0,0,0,0,2024
Jalen Johnson,SF,22,ATL,56,1889,16.3,4.1,24.8,14.1,15.4,1.7,2.2,19.1,2.1,1.7,3.8,0.098,0.4,0.8,1.2,1.5,0,0,0,2024
James Johnson,PF,36,IND,9,47,5.0,2.4,7.2,4.8,18.6,5.0,1.7,14.2,-0.1,0.1,0.0,-0.05,-8.0,2.2,-5.8,0.0,0,0,0,2024
Keldon Johnson,SF,24,SAS,69,2038,14.2,5.0,15.1,10.0,14.2,1.2,0.8,21.9,1.5,1.5,3.0,0.071,-0.3,-1.4,-1.7,0.2,0,0,0,2024
Keon Johnson,SG,21,BRK,5,61,13.1,5.2,7.4,6.3,6.9,2.4,1.5,22.2,0.0,0.1,0.1,0.068,-1.6,-1.1,-2.7,0.0,0,0,0,2024
Keyontae Johnson,SF,23,OKC,9,66,1.6,7.0,9.8,8.4,7.2,0.7,0.0,13.1,-0.1,0.1,-0.1,-0.068,-7.5,-2.2,-9.8,-0.1,0,1,0,2024
Nikola Jokić,C,28,DEN,79,2737,31.0,9.3,29.6,19.8,42.0,2.0,2.1,29.3,12.0,5.1,17.0,0.299,9.0,4.2,13.2,10.6,1,0,0,2024
Colby Jones,SG,21,SAC,30,192,8.9,9.7,13.7,11.7,13.9,1.8,2.4,19.1,-0.2,0.2,0.0,0.007,-5.4,0.4,-5.0,-0.1,0,1,0,2024
Damian Jones,C,28,CLE,39,270,15.8,8.4,17.3,12.9,7.9,1.3,4.3,15.4,0.4,0.4,0.8,0.15,-1.7,1.2,-0.5,0.1,0,0,0,2024
Derrick Jones Jr.,SF,26,DAL,76,1783,11.7,5.0,10.3,7.7,5.5,1.4,2.5,14.9,1.5,1.6,3.1,0.083,-1.3,-0.3,-1.5,0.2,0,0,0,2024
Herbert Jones,SF,25,NOP,76,2321,13.2,3.6,9.4,6.5,11.3,2.2,2.6,14.1,3.3,3.0,6.3,0.131,-0.9,1.5,0.6,1.6,0,0,0,2024
Mason Jones,SG,25,SAC,5,28,5.8,3.9,16.4,10.0,21.7,1.7,0.0,16.6,0.0,0.0,0.0,-0.018,-5.4,0.0,-5.5,0.0,0,0,0,2024
Tre Jones,PG,24,SAS,77,2138,14.7,2.9,11.8,7.3,30.8,1.7,0.3,15.2,3.4,1.6,4.9,0.111,-0.4,0.1,-0.4,0.9,0,0,0,2024
Tyus Jones,PG,27,WAS,66,1933,16.5,1.1,9.0,5.0,34.6,1.7,0.8,16.3,3.9,0.7,4.5,0.113,1.5,-0.9,0.7,1.3,0,0,0,2024
DeAndre Jordan,C,35,DEN,36,396,16.0,15.6,28.0,22.0,8.5,0.8,3.4,15.4,0.6,0.6,1.2,0.147,-1.7,-0.1,-1.7,0.0,0,0,0,2024
Cory Joseph,PG,32,GSW,26,296,6.2,2.2,8.6,5.5,17.2,0.7,0.9,11.3,0.0,0.2,0.2,0.034,-4.0,-0.7,-4.7,-0.2,0,0,0,2024
Nikola Jović,PF,20,MIA,46,896,12.8,3.1,21.3,12.1,14.7,1.4,1.5,17.1,0.6,1.3,1.9,0.103,-0.9,1.3,0.3,0.5,0,0,0,2024
Johnny Juzang,SG,22,UTA,20,372,9.6,2.1,8.5,5.3,8.4,0.5,0.5,14.5,0.4,0.0,0.4,0.047,-1.5,-2.2,-3.7,-0.2,0,0,0,2024
Luke Kennard,SG,27,MEM,39,999,13.1,1.2,11.6,6.2,20.8,1.0,0.2,16.7,1.4,0.7,2.1,0.099,0.6,-0.9,-0.3,0.4,0,0,0,2024
Walker Kessler,C,22,UTA,64,1493,18.0,12.3,23.1,17.7,5.6,1.0,9.2,12.8,2.4,1.7,4.1,0.131,-0.4,1.3,0.9,1.1,0,0,0,2024
Braxton Key,SF,26,DEN,20,60,16.5,5.7,26.9,16.6,18.8,1.7,1.4,15.7,0.1,0.1,0.2,0.18,0.5,1.6,2.1,0.1,0,0,0,2024
Corey Kispert,SF,24,WAS,80,2067,12.8,1.5,10.3,5.8,10.7,0.9,0.6,19.6,1.7,0.4,2.1,0.048,-0.2,-2.0,-2.1,-0.1,0,0,0,2024
Maxi Kleber,C,32,DAL,43,871,8.8,3.8,14.1,9.0,9.5,0.9,3.0,9.6,0.6,0.8,1.4,0.08,-2.3,1.0,-1.3,0.2,0,0,0,2024
Kevin Knox,SF,24,DET,31,560,9.9,3.5,11.5,7.5,5.9,1.1,1.1,16.6,0.1,0.2,0.4,0.033,-2.8,-1.8,-4.6,-0.4,0,0,0,2024
John Konchar,SF,27,MEM,55,1173,11.4,6.5,18.0,12.0,13.0,2.1,4.1,9.7,0.5,1.7,2.2,0.091,-2.6,2.2,-0.4,0.5,0,0,0,2024
