Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
Michael Carter-Williams,PG,26,CHO,52,835,10.8,4.7,13.3,8.9,19.4,2.6,2.3,16.6,-0.2,1.1,0.9,0.05,-3.3,1.8,-1.5,0.1,0,0,0,2018
Alex Caruso,PG,23,LAL,37,562,8.7,2.9,9.4,6.2,17.8,2.0,1.4,12.9,-0.1,0.6,0.5,0.041,-3.8,0.9,-2.9,-0.1,0,1,0,2018
Omri Casspi,SF,29,GSW,53,740,15.5,4.9,24.0,15.1,9.5,1.2,2.0,16.3,1.2,1.0,2.2,0.141,-0.9,0.0,-0.9,0.2,0,0,0,2018
Willie Cauley-Stein,C,24,SAC,73,2044,17.6,7.0,22.0,14.2,13.7,1.9,3.1,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1.0,0,0,0,2018
Tyler Cavanaugh,PF,23,ATL,39,518,13.0,9.7,17.7,13.7,7.8,0.8,0.7,14.8,0.9,0.3,1.2,0.109,-0.4,-1.5,-1.9,0.0,0,1,0,2018
Mario Chalmers,PG,31,MEM,66,1421,10.4,1.0,12.0,6.4,21.5,2.8,0.9,19.6,-0.6,1.3,0.6,0.021,-3.7,0.5,-3.2,-0.4,0,0,0,2018
Tyson Chandler,C,35,PHO,46,1151,14.2,12.2,26.8,19.4,6.6,0.7,1.9,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2,0,0,0,2018
Wilson Chandler,SF,30,DEN,74,2346,10.9,4.9,14.1,9.6,9.4,0.9,1.4,14.3,2.1,1.2,3.3,0.067,-1.0,-1.1,-2.1,-0.1,0,0,0,2018
Marquese Chriss,PF,20,PHO,72,1527,11.1,5.2,22.7,13.8,8.1,1.6,3.7,18.1,-0.8,1.5,0.7,0.023,-3.2,0.4,-2.8,-0.3,0,0,0,2018
Ian Clark,SG,26,NOP,74,1455,9.4,0.8,8.4,4.7,10.4,1.1,0.5,17.2,0.3,0.8,1.1,0.037,-2.7,-0.8,-3.5,-0.6,0,0,0,2018
Gian Clavell,SG,24,DAL,7,64,7.4,1.7,10.8,6.1,6.7,1.6,0.0,14.8,0.0,0.0,0.1,0.042,-2.7,0.5,-2.2,0.0,0,1,0,2018
John Collins,PF,20,ATL,74,1785,18.3,11.0,22.8,16.9,8.9,1.3,3.8,17.9,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8,0,1,1,2018
Zach Collins,C,20,POR,66,1045,7.5,4.7,18.2,11.5,7.1,0.8,2.4,15.4,-0.7,1.3,0.6,0.03,-4.5,0.2,-4.3,-0.6,0,1,0,2018
Kyle Collinsworth,SF,26,DAL,32,480,10.0,7.2,18.0,12.4,16.4,1.8,1.7,13.3,-0.1,0.5,0.5,0.046,-3.5,0.9,-2.6,-0.1,0,1,0,2018
Darren Collison,PG,30,IND,69,2018,18.8,2.1,7.8,5.0,26.4,2.3,0.7,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4,0,0,0,2018
Nick Collison,PF,37,OKC,15,75,13.2,10.0,19.9,14.8,8.2,0.0,0.0,18.2,0.1,0.0,0.1,0.064,-2.3,-1.9,-4.2,0.0,0,0,0,2018
Mike Conley,PG,30,MEM,12,373,15.4,0.0,8.6,4.2,22.2,1.6,0.8,25.9,0.4,0.2,0.6,0.077,1.3,-0.8,0.5,0.2,0,0,0,2018
Pat Connaughton,SG,25,POR,82,1488,9.3,2.7,9.1,5.9,8.7,0.8,1.2,13.4,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1,0,0,0,2018
Quinn Cook,PG,24,GSW,33,740,12.8,1.6,10.2,6.2,16.6,0.8,0.1,17.5,1.1,0.4,1.6,0.101,-0.1,-1.5,-1.6,0.1,0,0,0,2018
Charles Cooke,SG,23,NOP,13,38,-5.1,0.0,5.5,2.9,3.2,1.3,0.0,18.1,-0.2,0.0,-0.2,-0.239,-10.4,-4.0,-14.4,-0.1,0,1,0,2018
Jack Cooley,PF,26,SAC,7,87,19.7,17.6,21.9,19.6,10.5,0.6,0.0,19.8,0.3,0.0,0.3,0.182,0.9,-1.4,-0.6,0.0,0,0,0,2018
Matt Costello,C,24,SAS,4,32,9.7,3.4,27.9,15.6,8.3,3.2,5.2,7.0,0.0,0.1,0.1,0.127,-6.0,5.3,-0.7,0.0,0,1,0,2018
DeMarcus Cousins,C,27,NOP,48,1737,22.6,6.8,30.9,19.2,23.0,2.2,3.5,31.9,1.5,3.2,4.7,0.13,2.5,2.2,4.7,2.9,0,0,0,2018
Robert Covington,SF,27,PHI,80,2532,12.9,2.4,15.5,9.2,8.7,2.6,2.4,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3,0,0,0,2018
Allen Crabbe,SG,25,BRK,75,2197,12.3,1.3,14.4,7.8,8.4,1.0,1.2,19.0,1.8,1.4,3.2,0.07,0.0,-0.7,-0.7,0.7,0,0,0,2018
Torrey Craig,SF,27,DEN,39,629,9.8,7.2,15.5,11.4,5.4,0.9,2.0,11.9,0.5,0.4,0.9,0.069,-2.2,-0.7,-2.9,-0.1,0,1,0,2018
Jamal Crawford,SG,37,MIN,80,1653,13.0,1.4,5.5,3.5,16.9,1.2,0.5,23.7,0.9,0.3,1.3,0.037,0.1,-2.5,-2.3,-0.1,0,0,0,2018
Jordan Crawford,SG,29,NOP,5,53,19.1,4.2,4.0,4.1,37.7,0.9,1.5,26.5,0.1,0.0,0.2,0.15,4.9,-0.7,4.2,0.1,0,0,0,2018
Stephen Curry,PG,29,GSW,51,1631,28.2,2.7,14.4,9.0,30.3,2.4,0.4,31.0,7.2,1.9,9.1,0.267,7.8,0.0,7.7,4.0,1,0,0,2018
Troy Daniels,SG,26,PHO,79,1622,9.8,0.8,7.7,4.2,4.5,0.8,0.2,17.2,1.4,0.0,1.4,0.042,-0.5,-2.1,-2.6,-0.3,0,0,0,2018
Anthony Davis,PF,24,NOP,75,2727,28.9,7.7,24.8,16.5,10.8,2.0,5.6,30.0,8.8,4.9,13.7,0.241,5.3,1.4,6.7,5.9,1,0,0,2018
Deyonta Davis,C,21,MEM,62,943,16.6,9.0,22.0,15.3,7.1,0.8,3.9,15.3,1.9,0.8,2.7,0.138,-0.9,-0.6,-1.5,0.1,0,0,0,2018
Ed Davis,C,28,POR,78,1471,15.5,13.7,28.8,21.3,3.9,1.1,2.9,12.1,2.5,2.5,5.0,0.164,-1.2,0.6,-0.6,0.5,0,0,0,2018
Dewayne Dedmon,C,28,ATL,62,1542,15.8,7.2,28.1,17.7,9.2,1.3,2.8,17.0,1.8,1.9,3.7,0.114,-0.4,0.5,0.1,0.8,0,0,0,2018
Sam Dekker,PF,23,LAC,73,883,11.5,5.6,16.0,10.8,6.2,1.3,0.9,15.5,0.6,0.6,1.2,0.066,-2.3,-0.6,-2.9,-0.2,0,0,0,2018
Malcolm Delaney,PG,28,ATL,54,1014,10.6,1.0,10.0,5.5,23.4,1.7,0.5,16.9,0.4,0.6,1.0,0.047,-2.2,-0.4,-2.6,-0.1,0,0,0,2018
Matthew Dellavedova,PG,27,MIL,38,712,8.6,2.3,8.2,5.3,27.4,1.0,0.0,13.5,0.3,0.2,0.5,0.032,-2.4,-2.0,-4.4,-0.4,0,0,0,2018
Luol Deng,SF,32,LAL,1,13,5.5,0.0,0.0,0.0,10.1,3.7,0.0,9.8,0.0,0.0,0.0,-0.018,-5.3,2.4,-2.9,0.0,0,0,0,2018
DeMar DeRozan,SG,28,TOR,80,2711,21.0,2.5,10.4,6.5,25.0,1.5,0.6,29.6,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2,1,0,0,2018
Cheick Diallo,PF,21,NOP,52,581,17.0,9.1,29.6,19.7,4.7,0.9,2.9,17.4,1.1,0.8,1.9,0.157,-1.3,0.1,-1.2,0.1,0,0,0,2018
Gorgui Dieng,C,28,MIN,79,1333,14.7,9.1,22.2,15.6,7.5,1.7,2.6,16.3,1.6,1.4,2.9,0.105,-0.9,-0.1,-1.0,0.3,0,0,0,2018
Spencer Dinwiddie,PG,24,BRK,80,2306,15.9,1.8,10.2,6.0,35.0,1.4,0.7,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5,0,0,0,2018
Tyler Dorsey,SG,21,ATL,56,974,10.0,1.9,12.9,7.4,12.5,0.9,0.4,20.0,0.0,0.4,0.4,0.02,-1.4,-1.5,-2.9,-0.2,0,1,0,2018
Damyean Dotson,SG,23,NYK,44,474,11.6,2.1,17.5,9.8,9.5,1.3,0.4,17.3,0.3,0.3,0.6,0.06,-1.6,-0.6,-2.3,0.0,0,1,0,2018
Milton Doyle,SG,24,BRK,10,125,5.2,2.5,12.9,7.6,11.7,2.3,1.2,18.2,-0.3,0.1,-0.1,-0.052,-6.6,-0.2,-6.8,-0.1,0,1,0,2018
PJ Dozier,PG,21,OKC,2,3,-5.0,0.0,38.3,18.5,0.0,0.0,0.0,42.9,0.0,0.0,0.0,-0.404,-17.7,-2.7,-20.4,0.0,0,1,0,2018
Goran Dragić,PG,31,MIA,75,2378,16.6,2.5,11.9,7.2,25.4,1.3,0.4,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4,0,0,0,2018
Andre Drummond,C,24,DET,78,2625,22.9,16.4,36.4,26.2,14.3,2.2,4.3,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4,0,0,0,2018
Jared Dudley,PF,32,PHO,48,686,8.8,1.2,13.6,7.3,15.6,1.7,1.3,10.2,0.5,0.4,0.8,0.058,-3.0,0.5,-2.5,-0.1,0,0,0,2018
Kris Dunn,PG,23,CHI,52,1525,14.5,1.6,14.4,7.8,33.3,3.3,1.6,24.7,-1.0,1.9,0.9,0.027,-2.4,1.1,-1.3,0.3,0,0,0,2018
Kevin Durant,SF,29,GSW,68,2325,26.0,1.6,19.5,11.2,25.5,1.0,4.0,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5,1,0,0,2018
Henry Ellenson,PF,21,DET,38,329,10.5,3.3,24.3,13.6,9.4,0.8,0.0,23.8,-0.2,0.4,0.1,0.02,-2.6,-1.9,-4.4,-0.2,0,0,0,2018
Wayne Ellington,SG,30,MIA,77,2041,12.5,1.3,10.7,6.0,5.9,1.3,0.3,17.3,2.6,1.9,4.5,0.105,1.0,-0.6,0.4,1.2,0,0,0,2018
Joel Embiid,C,23,PHI,63,1912,22.9,8.4,29.7,19.4,18.0,1.0,4.8,33.4,2.3,3.8,6.2,0.155,2.0,1.3,3.3,2.6,1,0,0,2018
Tyler Ennis,PG,23,LAL,54,683,11.1,3.0,11.8,7.4,21.9,2.1,1.2,17.1,0.1,0.7,0.8,0.058,-3.0,0.9,-2.1,0.0,0,0,0,2018
Jawun Evans,PG,21,LAC,48,778,7.2,1.3,10.4,5.9,17.8,2.3,0.6,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5.0,-0.6,0,1,0,2018
Jeremy Evans,SF,30,ATL,1,5,10.4,22.3,0.0,11.2,0.0,0.0,0.0,17.5,0.0,0.0,0.0,-0.028,-5.7,-4.2,-9.9,0.0,0,0,0,2018
Tyreke Evans,PG,28,MEM,52,1607,21.1,3.1,16.3,9.5,31.2,1.8,1.0,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6,0,0,0,2018
Dante Exum,PG,22,UTA,14,235,16.7,2.0,10.5,6.3,29.7,1.7,1.1,23.1,0.3,0.3,0.7,0.133,-0.3,0.4,0.1,0.1,0,0,0,2018
Kenneth Faried,PF,28,DEN,32,461,17.4,16.7,20.7,18.7,5.8,1.3,2.4,18.3,0.9,0.4,1.3,0.132,-0.3,-1.7,-2.1,0.0,0,0,0,2018
Derrick Favors,C,26,UTA,77,2153,18.8,10.6,18.5,14.6,7.8,1.3,3.2,18.5,4.5,3.5,8.0,0.179,0.9,0.7,1.5,1.9,0,0,0,2018
Cristiano Felício,C,25,CHI,55,977,12.5,8.8,17.1,12.8,8.4,0.8,1.0,13.6,1.2,0.5,1.7,0.086,-2.8,-1.1,-3.9,-0.5,0,0,0,2018
Raymond Felton,PG,33,OKC,82,1365,13.0,2.0,11.0,6.3,22.5,1.8,1.1,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5,0,0,0,2018
Terrance Ferguson,SG,19,OKC,61,763,7.4,2.7,4.2,3.4,3.4,1.6,1.2,10.4,0.7,0.5,1.2,0.077,-3.2,-0.1,-3.3,-0.3,0,1,0,2018
Yogi Ferrell,SG,24,DAL,82,2282,11.4,1.2,11.2,6.1,13.5,1.4,0.4,17.0,1.5,1.5,3.0,0.064,-1.3,0.0,-1.4,0.4,0,0,0,2018
Dorian Finney-Smith,PF,24,DAL,21,448,7.6,5.3,13.6,9.3,8.4,1.1,0.8,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3,0,0,0,2018
Bryn Forbes,SG,24,SAS,80,1517,9.1,0.9,7.2,4.0,7.8,0.9,0.1,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4,0,0,0,2018
Evan Fournier,SF,25,ORL,57,1837,15.5,1.4,9.5,5.4,14.8,1.3,0.7,23.3,2.4,0.9,3.3,0.087,0.8,-1.4,-0.6,0.7,0,0,0,2018
De'Aaron Fox,PG,20,SAC,73,2026,11.2,1.8,10.0,5.7,24.6,1.7,0.9,23.4,-1.7,1.1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1,0,1,0,2018
Tim Frazier,PG,27,WAS,59,838,11.3,2.4,13.1,7.8,31.1,2.8,0.7,12.8,0.4,1.0,1.4,0.08,-2.8,1.8,-0.9,0.2,0,0,0,2018
Enes Freedom,C,25,NYK,71,1830,24.0,16.6,30.6,23.6,9.4,1.0,1.7,21.8,5.5,2.1,7.6,0.198,3.3,-1.1,2.2,1.9,0,0,0,2018
Markelle Fultz,SG,19,PHI,14,253,12.4,4.9,13.1,9.2,31.3,2.3,1.3,23.1,-0.2,0.4,0.2,0.043,-3.3,0.7,-2.6,0.0,0,1,0,2018
Danilo Gallinari,SF,29,LAC,21,671,13.8,1.5,14.9,8.3,8.9,0.9,1.2,20.6,0.8,0.4,1.2,0.088,0.4,-0.9,-0.5,0.3,0,0,0,2018
Langston Galloway,SG,26,DET,58,863,12.2,1.6,10.3,5.9,10.1,2.0,0.5,19.3,0.5,0.9,1.4,0.08,-0.2,0.2,0.1,0.5,0,0,0,2018
Marc Gasol,C,33,MEM,73,2408,17.4,3.7,25.3,14.2,21.7,1.1,3.9,25.6,1.5,2.6,4.0,0.08,1.7,0.6,2.3,2.7,0,0,0,2018
Pau Gasol*,C,37,SAS,77,1812,18.9,7.8,30.2,19.0,20.1,0.7,3.6,20.4,2.7,3.3,6.0,0.159,1.5,1.9,3.4,2.5,0,0,0,2018
Rudy Gay,PF,31,SAS,57,1231,18.0,6.8,19.5,13.1,9.8,1.9,2.6,24.6,1.0,2.1,3.1,0.122,0.2,0.6,0.8,0.9,0,0,0,2018
Paul George,SF,27,OKC,79,2891,18.7,2.7,14.9,8.6,14.5,2.8,1.2,25.7,5.0,3.9,8.9,0.147,2.3,0.6,2.9,3.6,1,0,0,2018
Marcus Georges-Hunt,SG,23,MIN,42,224,6.9,3.6,4.7,4.1,4.1,1.3,0.0,11.9,0.2,0.0,0.2,0.049,-4.3,-0.9,-5.1,-0.2,0,0,0,2018
Jonathan Gibson,PG,30,BOS,4,40,25.4,0.0,8.1,4.1,22.6,0.0,0.0,29.0,0.1,0.0,0.2,0.195,4.9,-0.8,4.1,0.1,0,0,0,2018
Taj Gibson,PF,32,MIN,82,2726,15.4,8.1,16.7,12.4,5.2,1.1,1.9,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1.0,0,0,0,2018
Manu Ginóbili*,SG,40,SAS,65,1299,12.9,1.6,10.6,6.1,19.1,1.7,1.0,21.5,0.6,1.6,2.2,0.082,-1.5,0.2,-1.3,0.2,0,0,0,2018
Rudy Gobert,C,25,UTA,56,1816,20.7,10.4,27.0,18.8,6.9,1.2,6.0,16.9,4.2,3.9,8.1,0.214,0.9,2.5,3.4,2.5,0,0,0,2018
Aaron Gordon,PF,22,ORL,58,1909,16.5,5.0,21.5,13.2,11.7,1.5,1.9,24.7,0.9,2.0,2.9,0.072,0.9,-0.6,0.3,1.1,0,0,0,2018
Eric Gordon,SG,29,HOU,69,2154,15.2,1.3,7.5,4.4,11.7,1.0,1.1,24.7,2.9,1.8,4.7,0.105,2.0,-1.6,0.4,1.3,0,0,0,2018
Marcin Gortat,C,33,WAS,82,2075,14.7,9.9,24.0,17.0,10.6,1.0,2.6,15.5,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8,0,0,0,2018
Treveon Graham,SG,24,CHO,63,1050,9.0,4.3,8.3,6.2,7.8,1.5,0.2,11.3,1.1,0.7,1.8,0.08,-2.8,0.1,-2.7,-0.2,0,0,0,2018
Jerami Grant,PF,23,OKC,81,1647,16.2,5.6,16.3,10.7,5.1,0.9,4.2,16.0,3.5,1.9,5.4,0.156,0.0,0.3,0.3,1.0,0,0,0,2018
Jerian Grant,PG,25,CHI,74,1686,14.3,1.9,9.3,5.5,30.1,1.8,0.4,17.4,2.3,1.0,3.3,0.094,-0.9,-0.5,-1.3,0.3,0,0,0,2018
Josh Gray,PG,24,PHO,5,86,7.2,2.4,10.1,6.2,20.8,4.5,1.9,26.1,-0.3,0.1,-0.2,-0.118,-5.2,1.0,-4.2,0.0,0,1,0,2018
Danny Green,SG,30,SAS,70,1791,11.4,2.5,13.0,7.7,8.9,1.8,3.7,16.6,0.1,2.9,2.9,0.078,-1.0,1.4,0.4,1.1,0,0,0,2018
Draymond Green,PF,27,GSW,70,2287,16.1,3.9,21.1,13.1,29.0,2.0,3.1,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8,0,0,0,2018
Gerald Green,SG,32,HOU,41,929,14.1,1.8,14.2,8.1,4.3,1.3,1.4,22.4,1.0,1.0,2.1,0.107,1.0,-0.8,0.3,0.5,0,0,0,2018
JaMychal Green,PF,27,MEM,55,1542,14.0,10.8,24.4,17.4,8.3,1.0,1.5,17.8,1.3,1.3,2.6,0.079,-0.8,-1.5,-2.3,-0.1,0,0,0,2018
Jeff Green,PF,31,CLE,78,1828,14.8,3.7,11.2,7.6,8.0,1.1,1.6,19.3,3.1,0.8,3.9,0.103,-0.3,-1.5,-1.8,0.1,0,0,0,2018
Daniel Hamilton,SG,22,OKC,6,28,18.2,0.0,20.5,9.9,44.2,1.8,0.0,19.9,0.1,0.0,0.1,0.169,1.0,1.3,2.3,0.0,0,1,0,2018
Tim Hardaway Jr.,SG,25,NYK,57,1885,14.4,1.9,11.3,6.6,12.7,1.6,0.5,23.8,1.6,1.1,2.6,0.067,0.5,-1.1,-0.6,0.7,0,0,0,2018
James Harden,SG,28,HOU,72,2551,29.8,1.8,15.2,8.6,45.1,2.4,1.7,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7,1,0,0,2018
Maurice Harkless,SF,24,POR,59,1264,12.6,4.0,9.9,7.0,6.0,1.9,2.8,12.6,1.6,1.7,3.2,0.123,-0.4,1.7,1.4,1.1,0,0,0,2018
Montrezl Harrell,C,24,LAC,76,1293,24.7,8.9,17.0,13.0,10.1,1.4,3.4,23.8,4.3,1.3,5.5,0.205,3.1,0.2,3.3,1.7,0,0,0,2018
Gary Harris,SG,23,DEN,67,2304,16.5,1.8,6.8,4.3,13.0,2.6,0.5,20.7,3.9,1.5,5.5,0.114,1.0,-0.2,0.8,1.7,0,0,0,2018
Joe Harris,SG,26,BRK,78,1975,13.3,2.7,11.3,7.0,10.2,0.9,0.8,16.6,3.0,0.9,4.0,0.097,0.7,-0.6,0.1,1.0,0,0,0,2018
Aaron Harrison,SG,23,DAL,9,233,5.1,1.8,9.9,5.7,6.7,1.9,0.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3,0,0,0,2018
Andrew Harrison,PG,23,MEM,56,1326,12.7,2.0,9.7,5.7,21.3,1.4,1.8,19.6,1.0,0.7,1.7,0.062,-1.0,-0.5,-1.5,0.2,0,0,0,2018
Shaquille Harrison,PG,24,PHO,23,384,15.6,2.5,14.7,8.5,22.2,3.2,1.5,18.0,0.4,0.4,0.8,0.094,-2.3,1.7,-0.7,0.1,0,1,0,2018
Josh Hart,SG,22,LAL,63,1461,12.2,3.1,16.0,9.6,7.6,1.5,0.9,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7,0,1,0,2018
Udonis Haslem,C,37,MIA,14,72,1.8,4.7,10.9,7.8,9.2,0.0,2.4,11.1,-0.1,0.1,-0.1,-0.059,-5.9,-1.8,-7.7,-0.1,0,0,0,2018
Gordon Hayward,SF,27,BOS,1,5,7.3,0.0,21.6,10.9,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.056,-6.6,-0.8,-7.4,0.0,0,0,0,2018
Reggie Hearn,SG,26,DET,3,7,13.1,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.132,2.9,-1.4,1.5,0.0,0,1,0,2018
Myke Henry,SF,25,MEM,20,378,9.7,3.0,8.8,5.8,8.9,4.1,1.5,15.7,-0.3,0.4,0.1,0.017,-3.1,1.8,-1.3,0.1,0,1,0,2018
John Henson,C,27,MIL,76,1970,15.7,9.0,21.5,15.3,8.6,1.1,4.7,15.0,2.8,2.2,4.9,0.12,-1.0,0.1,-0.9,0.5,0,0,0,2018
Juancho Hernangómez,PF,22,DEN,25,277,9.7,7.4,14.6,11.0,5.9,1.1,0.9,14.0,0.2,0.1,0.4,0.061,-1.6,-1.7,-3.3,-0.1,0,0,0,2018
Mario Hezonja,SF,22,ORL,75,1657,13.7,2.7,16.1,9.3,10.0,2.4,1.5,19.9,0.5,1.8,2.3,0.066,-0.9,0.4,-0.5,0.6,0,0,0,2018
Isaiah Hicks,PF,23,NYK,18,240,6.8,4.6,14.3,9.5,9.5,0.4,1.4,17.4,-0.1,0.1,0.0,-0.003,-6.4,-1.2,-7.6,-0.3,0,1,0,2018
Buddy Hield,SG,25,SAC,80,2024,16.1,3.0,14.8,8.6,12.8,2.1,1.0,24.3,1.3,1.5,2.8,0.067,1.6,-0.5,1.0,1.5,0,0,0,2018
Nenê,C,35,HOU,52,758,16.4,8.1,18.0,13.1,9.5,1.8,1.6,18.9,1.5,1.1,2.6,0.163,-1.6,0.6,-1.0,0.2,0,0,0,2018
Solomon Hill,SF,26,NOP,12,187,4.8,5.4,15.1,10.4,14.4,1.8,0.4,12.2,-0.2,0.2,-0.1,-0.014,-5.3,0.5,-4.8,-0.1,0,0,0,2018
Darrun Hilliard,SG,24,SAS,14,95,3.4,0.0,8.2,4.1,15.3,1.1,0.0,12.3,-0.1,0.1,0.0,-0.015,-7.1,-0.8,-7.9,-0.1,0,0,0,2018
Jrue Holiday,SG,27,NOP,81,2927,17.8,2.4,10.8,6.8,24.9,2.0,1.7,23.1,4.2,2.9,7.1,0.116,1.3,0.3,1.6,2.7,0,0,0,2018
Justin Holiday,SG,28,CHI,72,2265,10.8,1.4,12.8,6.9,10.1,1.7,1.2,18.2,0.1,1.6,1.7,0.036,-1.6,-0.3,-1.9,0.0,0,0,0,2018
John Holland,SF,29,CLE,24,174,5.9,3.9,11.4,7.7,3.9,2.0,1.0,18.5,-0.3,0.1,-0.2,-0.05,-3.6,-1.9,-5.5,-0.2,0,1,0,2018
Rondae Hollis-Jefferson,SF,23,BRK,68,1920,16.9,5.5,20.0,12.7,14.2,1.6,1.9,22.2,2.1,2.0,4.1,0.103,-0.3,0.4,0.1,1.0,0,0,0,2018
Richaun Holmes,C,24,PHI,48,746,17.4,8.6,21.4,15.2,12.3,1.3,3.2,16.6,1.6,1.3,2.8,0.183,-0.3,1.4,1.1,0.6,0,0,0,2018
Scotty Hopson,SG,28,DAL,1,8,-4.6,0.0,0.0,0.0,15.8,0.0,0.0,16.3,0.0,0.0,0.0,-0.238,-9.2,-4.7,-14.0,0.0,0,0,0,2018
Al Horford,C,31,BOS,72,2277,17.6,5.0,20.2,12.7,23.6,0.9,2.9,18.4,4.0,3.8,7.8,0.165,2.4,2.0,4.4,3.7,0,0,0,2018
Danuel House Jr.,SG,24,PHO,23,403,12.4,3.4,17.0,10.1,9.4,0.8,1.2,16.2,0.4,0.1,0.6,0.066,-0.8,-0.8,-1.6,0.0,0,0,0,2018
Dwight Howard,C,32,CHO,81,2463,20.5,11.0,33.8,22.2,7.1,1.0,4.4,24.2,2.9,3.9,6.8,0.132,-0.3,0.1,-0.1,1.2,0,0,0,2018
Josh Huestis,PF,26,OKC,69,982,5.4,4.6,13.9,9.1,2.7,0.8,4.0,9.5,-0.5,1.0,0.5,0.024,-3.9,0.0,-3.9,-0.5,0,0,0,2018
R.J. Hunter,SG,24,HOU,5,45,8.5,0.0,12.4,6.3,10.3,3.3,0.0,22.5,0.0,0.1,0.0,0.022,-5.2,1.9,-3.3,0.0,0,0,0,2018
Vince Hunter,PF,23,MEM,4,7,35.8,32.3,16.9,24.8,0.0,0.0,13.4,38.5,0.0,0.0,0.0,0.097,10.4,-0.7,9.7,0.0,0,1,0,2018
Serge Ibaka,PF,28,TOR,76,2093,14.7,4.3,21.0,12.8,4.4,0.7,3.8,19.4,2.1,3.0,5.1,0.117,-0.1,0.0,-0.1,1.0,0,0,0,2018
Andre Iguodala,SF,34,GSW,64,1622,11.2,3.7,12.6,8.5,16.2,1.6,1.9,11.5,1.6,1.6,3.2,0.094,-1.1,0.8,-0.3,0.7,0,0,0,2018
Joe Ingles,SF,30,UTA,82,2578,14.4,1.1,13.9,7.6,22.9,1.8,0.7,15.9,4.0,3.6,7.6,0.141,1.0,1.3,2.3,2.8,0,0,0,2018
Andre Ingram,SG,32,LAL,2,64,16.3,1.7,8.3,5.0,15.3,2.2,3.8,14.1,0.1,0.1,0.2,0.157,1.7,2.5,4.3,0.1,0,1,0,2018
Brandon Ingram,SF,20,LAL,59,1975,13.8,3.1,13.8,8.5,17.7,1.1,1.8,22.2,1.0,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4,0,0,0,2018
Kyrie Irving,PG,25,BOS,60,1931,25.0,1.9,10.8,6.4,30.7,1.7,0.7,31.0,6.3,2.7,8.9,0.222,6.4,0.9,7.3,4.5,0,0,0,2018
Jonathan Isaac,PF,20,ORL,27,536,9.8,3.3,17.2,10.2,4.8,3.0,4.5,15.0,-0.6,0.8,0.2,0.021,-3.8,2.4,-1.4,0.1,0,1,0,2018
Wes Iwundu,SF,23,ORL,62,1020,7.8,3.9,11.0,7.4,7.8,1.6,0.9,11.6,0.0,0.7,0.7,0.032,-4.2,-0.1,-4.3,-0.6,0,1,0,2018
Jarrett Jack,PG,34,NYK,62,1548,11.5,1.6,12.1,6.8,31.3,1.1,0.2,16.7,0.5,0.7,1.2,0.036,-1.6,-1.3,-2.8,-0.3,0,0,0,2018
Aaron Jackson,PG,31,HOU,1,35,2.4,6.5,3.2,4.8,4.0,0.0,0.0,13.7,0.0,0.0,0.0,-0.017,-6.6,-2.3,-8.9,-0.1,0,1,0,2018
Josh Jackson,SF,20,PHO,77,1959,11.8,5.1,14.2,9.6,10.1,2.0,1.4,26.0,-2.0,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1,0,1,1,2018
Justin Jackson,SF,22,SAC,68,1506,9.2,2.0,12.6,7.1,7.2,0.9,0.8,14.2,0.4,0.5,1.0,0.031,-2.4,-1.1,-3.5,-0.6,0,1,0,2018
